cruise;day;st;Longitude;Latitude;presion;depth;temp;sal;fluo;turb;par;oxig;PARsurf
ENVI;2;3;8.956;42;-78;77.373;11.8688;35.6902;0.3681;9.1269;1.00E-12;2.0164;16.173
ENVI;2;3;8.956;42;-79;78.364;11.863;35.6903;0.3679;8.2389;1.00E-12;2.0154;18.387
ENVI;2;3;8.956;42;-80;79.356;11.8483;35.6901;0.3613;9.1529;1.00E-12;2.0148;17.955
ENVI;2;3;8.956;42;-81;80.348;11.8371;35.6901;0.3417;9.5569;1.00E-12;2.014;17.955
ENVI;2;3;8.956;42;-82;81.34;11.8308;35.6899;0.3016;8.6193;1.00E-12;2.0133;16.701
ENVI;2;3;8.956;42;-83;82.331;11.8017;35.6906;0.2362;7.1053;1.00E-12;2.0126;16.022
ENVI;2;3;8.956;42;-84;83.323;11.7909;35.6906;0.1403;4.2697;1.00E-12;2.0119;15.96
ENVI;2;2;8.9145;42;-4;3.969;13.0046;30.5856;0.9221;2.2501;34.292;2.3368;393.24
ENVI;2;2;8.9145;42;-5;4.961;13.3567;34.2511;0.958;2.8631;28.155;2.4633;592.2
ENVI;2;2;8.9145;42;-6;5.953;13.584;34.6039;0.9834;3.2651;17.254;2.4756;391.22
ENVI;2;2;8.9145;42;-7;6.945;13.6458;34.7104;0.8467;3.6701;12.131;2.4791;323.87
ENVI;2;2;8.9145;42;-8;7.937;13.6319;34.77;0.7589;3.9412;7.8972;2.4777;337.25
ENVI;2;2;8.9145;42;-9;8.929;13.5655;34.7635;0.6809;4.3328;7.0564;2.4734;432.27
ENVI;2;2;8.9145;42;-10;9.921;13.5368;34.8929;0.6478;5.5048;5.0665;2.4739;319.91
ENVI;2;2;8.9145;42;-11;10.913;13.514;35.0008;0.6202;6.4465;2.8299;2.4745;247.68
ENVI;2;2;8.9145;42;-12;11.905;13.4972;35.2106;0.5776;7.4734;1.6079;2.4783;304.89
ENVI;2;2;8.9145;42;-13;12.898;13.6245;35.4483;0.4958;7.7285;1.1673;2.4875;436.84
ENVI;2;2;8.9145;42;-14;13.89;13.83;35.5521;0.4214;6.2614;0.97879;2.472;502.62
ENVI;2;2;8.9145;42;-15;14.882;13.8299;35.5688;0.3747;4.2767;0.60607;2.3787;433.04
ENVI;2;2;8.9145;42;-16;15.874;13.8612;35.6098;0.372;4.058;0.40145;2.3171;391.5
ENVI;2;2;8.9145;42;-17;16.866;13.7569;35.6758;0.3556;3.9093;0.24214;2.3095;385.23
ENVI;2;2;8.9145;42;-18;17.858;13.6292;35.7257;0.3056;3.7934;0.15952;2.2837;296.59
ENVI;2;2;8.9145;42;-19;18.85;13.5775;35.7481;0.291;4.0603;0.10649;2.2663;277.36
ENVI;2;2;8.9145;42;-20;19.842;13.5544;35.7621;0.2911;4.7816;0.080244;2.2505;336.61
ENVI;2;2;8.9145;42;-21;20.834;13.5728;35.7514;0.2692;3.6865;0.091754;2.2086;518.94
ENVI;2;2;8.9145;42;-22;21.826;13.5553;35.775;0.2289;4.7147;0.026905;2.2018;365.18
ENVI;2;2;8.9145;42;-23;22.818;13.5509;35.7778;0.2646;5.3495;0.0007186;2.1964;303.43
ENVI;2;2;8.9145;42;-24;23.81;13.5419;35.7775;0.272;6.1871;0.000039959;2.1901;355.42
ENVI;2;2;8.9145;42;-25;24.802;13.5227;35.7756;0.2686;6.0822;1.00E-12;2.183;448.2
ENVI;2;2;8.9145;42;-26;25.794;13.5018;35.7743;0.2708;5.9499;1.00E-12;2.1788;334.43
ENVI;2;2;8.9145;42;-27;26.786;13.4478;35.7727;0.2892;5.6092;1.00E-12;2.1716;469.46
ENVI;2;2;8.9145;42;-28;27.778;13.4113;35.7697;0.2765;6.5211;1.00E-12;2.1701;289.39
ENVI;2;2;8.9145;42;-29;28.77;13.3929;35.768;0.2913;7.2381;1.00E-12;2.1685;310.61
ENVI;2;2;8.9145;42;-30;29.762;13.375;35.7671;0.2693;7.3396;1.00E-12;2.1662;370.91
ENVI;2;2;8.9145;42;-31;30.754;13.3661;35.7662;0.2971;6.9213;1.00E-12;2.1627;396.61
ENVI;2;2;8.9145;42;-32;31.746;13.3285;35.7649;0.2592;5.9986;1.00E-12;2.1613;389.86
ENVI;2;2;8.9145;42;-33;32.738;13.3223;35.7645;0.2529;6.6316;1.00E-12;2.16;481.39
ENVI;2;2;8.9145;42;-34;33.73;13.319;35.7638;0.268;5.823;1.00E-12;2.1585;486.85
ENVI;2;2;8.9145;42;-35;34.722;13.2988;35.764;0.2186;5.6723;1.00E-12;2.1582;324.08
ENVI;2;2;8.9145;42;-36;35.714;13.1747;35.7592;0.2231;5.9959;1.00E-12;2.1565;332.58
ENVI;2;2;8.9145;42;-37;36.706;13.1002;35.7541;0.1928;5.4372;1.00E-12;2.153;356.13
ENVI;2;2;8.9145;42;-38;37.698;13.0185;35.7495;0.1926;4.856;1.00E-12;2.1501;395.92
ENVI;2;2;8.9145;42;-39;38.69;12.9877;35.7443;0.1828;4.842;1.00E-12;2.1478;336.56
ENVI;2;2;8.9145;42;-40;39.682;12.9794;35.7425;0.1933;5.125;1.00E-12;2.1456;443.22
ENVI;2;2;8.9145;42;-41;40.674;12.9587;35.7387;0.25;4.1772;1.00E-12;2.14;380.85
ENVI;2;2;8.9145;42;-42;41.666;12.9239;35.7339;0.2942;5.6359;1.00E-12;2.1365;418.2
ENVI;2;2;8.9145;42;-43;42.658;12.8956;35.7311;0.2947;5.498;1.00E-12;2.1324;437.59
ENVI;2;2;8.9145;42;-44;43.65;12.842;35.7256;0.3181;5.3403;1.00E-12;2.1268;421.9
ENVI;2;2;8.9145;42;-45;44.642;12.8191;35.7247;0.3033;5.9215;1.00E-12;2.1256;306
ENVI;2;2;8.9145;42;-46;45.634;12.8058;35.7239;0.2756;6.7493;1.00E-12;2.1243;538.16
ENVI;2;2;8.9145;42;-47;46.626;12.808;35.7234;0.3152;6.5143;1.00E-12;2.1227;420.16
ENVI;2;2;8.9145;42;-48;47.617;12.8042;35.7225;0.302;5.0834;1.00E-12;2.1221;441.89
ENVI;2;2;8.9145;42;-49;48.609;12.8047;35.7224;0.3179;5.7013;1.00E-12;2.1215;582.19
ENVI;2;2;8.9145;42;-50;49.601;12.7612;35.7193;0.3161;7.5669;1.00E-12;2.1218;431.67
ENVI;2;2;8.9145;42;-51;50.593;12.715;35.7195;0.3377;8.0988;1.00E-12;2.1202;327.23
ENVI;2;2;8.9145;42;-52;51.585;12.7192;35.7199;0.3085;7.5836;1.00E-12;2.1155;354.99
ENVI;2;2;8.9145;42;-53;52.576;12.7019;35.7226;0.3093;8.2702;1.00E-12;2.1142;524.48
ENVI;2;31;9.0395;42;-4;3.968;13.0369;33.5854;2.5883;1.2768;111.94;2.4174;1010.3
ENVI;2;31;9.0395;42;-5;4.961;12.9099;34.3301;2.5668;1.4648;99.478;2.4561;1086.8
ENVI;2;31;9.0395;42;-6;5.953;12.9142;34.3233;2.5209;1.4885;69.853;2.4555;1079.4
ENVI;2;31;9.0395;42;-7;6.945;12.9337;34.3254;2.5572;1.5022;43.793;2.4557;1060.6
ENVI;2;31;9.0395;42;-8;7.937;12.9527;34.3385;2.6696;1.3636;34.364;2.4565;1051.3
ENVI;2;31;9.0395;42;-9;8.929;13.0125;34.4109;2.6826;1.4608;29.6;2.456;1064.9
ENVI;2;31;9.0395;42;-10;9.921;13.0825;34.5585;2.6066;1.5696;22.418;2.4564;1076.4
ENVI;2;31;9.0395;42;-11;10.913;13.1547;34.7242;2.5515;1.3247;18.003;2.4568;1092.7
ENVI;2;31;9.0395;42;-12;11.905;13.276;34.8888;2.4407;1.1603;14.605;2.4557;1087.9
ENVI;2;31;9.0395;42;-13;12.897;13.3417;34.988;2.3277;1.2136;9.4145;2.4557;1013.1
ENVI;2;31;9.0395;42;-14;13.89;13.4115;35.0813;2.2387;1.2059;7.1058;2.4533;1007.8
ENVI;2;31;9.0395;42;-15;14.882;13.4458;35.1279;2.0579;1.1759;7.6385;2.4491;1071.7
ENVI;2;31;9.0395;42;-16;15.874;13.4519;35.1536;1.8508;0.9241;7.8897;2.4375;1103.6
ENVI;2;31;9.0395;42;-17;16.866;13.5606;35.3792;1.6667;1.1598;5.2617;2.4386;1075.4
ENVI;2;31;9.0395;42;-18;17.858;13.5902;35.4472;1.3984;1.194;4.1472;2.4357;1070.4
ENVI;2;31;9.0395;42;-19;18.85;13.5828;35.4579;1.3191;1.163;3.5837;2.4289;1084
ENVI;2;31;9.0395;42;-20;19.842;13.5925;35.4789;1.2355;1.1177;3.4201;2.4169;1077.9
ENVI;2;31;9.0395;42;-21;20.834;13.5733;35.4961;1.1625;0.9894;3.4076;2.4042;1078.7
ENVI;2;31;9.0395;42;-22;21.826;13.5384;35.5078;1.2931;0.9695;2.9087;2.4023;1077.9
ENVI;2;31;9.0395;42;-23;22.818;13.5232;35.5217;1.2859;0.935;2.4751;2.4071;1074.6
ENVI;2;31;9.0395;42;-24;23.81;13.5236;35.542;1.2714;0.8814;2.1385;2.4088;1078.4
ENVI;2;31;9.0395;42;-25;24.802;13.5367;35.5681;1.1944;0.8525;1.8479;2.4107;1073.8
ENVI;2;31;9.0395;42;-26;25.794;13.544;35.5853;1.0107;0.8545;1.7045;2.4116;1080.3
ENVI;2;31;9.0395;42;-27;26.786;13.5465;35.5903;0.9128;0.7293;1.7743;2.4046;1093.1
ENVI;2;31;9.0395;42;-28;27.778;13.5482;35.5966;0.9025;0.8233;1.4046;2.4031;1086.4
ENVI;2;31;9.0395;42;-29;28.77;13.5462;35.6022;0.8559;0.8765;1.1602;2.4024;1069.8
ENVI;2;31;9.0395;42;-30;29.762;13.533;35.6076;0.6564;1.0094;1.032;2.4005;1065.9
ENVI;2;31;9.0395;42;-31;30.754;13.516;35.6137;0.5646;1.1355;0.97162;2.3951;1068.8
ENVI;2;31;9.0395;42;-32;31.746;13.5128;35.6261;0.4094;1.234;0.97074;2.3743;1078.4
ENVI;2;31;9.0395;42;-33;32.738;13.5074;35.6373;0.3329;1.0921;0.9325;2.3392;1098.6
ENVI;2;31;9.0395;42;-34;33.73;13.4991;35.6396;0.3237;1.2811;0.77186;2.3333;1103.8
ENVI;2;31;9.0395;42;-35;34.722;13.4851;35.6405;0.323;1.3238;0.64265;2.3308;1081.9
ENVI;2;31;9.0395;42;-36;35.714;13.4954;35.6521;0.3045;1.4394;0.5435;2.3285;1055
ENVI;2;31;9.0395;42;-37;36.706;13.4841;35.6516;0.3035;1.2756;0.50719;2.3221;1089.8
ENVI;2;31;9.0395;42;-38;37.698;13.459;35.6505;0.2705;1.205;0.44456;2.3175;1044.1
ENVI;2;31;9.0395;42;-39;38.69;13.4659;35.6549;0.2783;1.3729;0.35305;2.317;1006.5
ENVI;2;31;9.0395;42;-40;39.682;13.4685;35.658;0.284;1.4013;0.29616;2.3163;1056.1
ENVI;2;31;9.0395;42;-41;40.674;13.4492;35.6666;0.2857;1.4152;0.26662;2.3151;1085.1
ENVI;2;31;9.0395;42;-42;41.666;13.462;35.6644;0.257;1.2586;0.3074;2.3145;1117.4
ENVI;2;31;9.0395;42;-43;42.658;13.4403;35.6793;0.2498;1.5955;0.21164;2.3149;1101
ENVI;2;31;9.0395;42;-44;43.65;13.4159;35.6818;0.2735;1.6945;0.18294;2.3108;1100.7
ENVI;2;31;9.0395;42;-45;44.642;13.4039;35.681;0.2589;1.5928;0.16564;2.3044;1108.6
ENVI;2;31;9.0395;42;-46;45.633;13.3787;35.6819;0.2498;1.0942;0.14519;2.2979;1111.4
ENVI;2;31;9.0395;42;-47;46.625;13.3262;35.6811;0.2232;1.3661;0.10542;2.2995;1099.5
ENVI;2;31;9.0395;42;-48;47.617;13.2971;35.6836;0.1911;1.4859;0.084664;2.2972;1098.3
ENVI;2;31;9.0395;42;-49;48.609;13.2827;35.6833;0.1656;1.5327;0.077154;2.2924;1103
ENVI;2;31;9.0395;42;-50;49.601;13.2717;35.6829;0.1575;1.4206;0.080625;2.2832;1112.8
ENVI;2;31;9.0395;42;-51;50.593;13.264;35.6825;0.1723;1.3021;0.059338;2.2712;1108.4
ENVI;2;31;9.0395;42;-52;51.585;13.2335;35.6802;0.1805;1.5038;0.027316;2.2707;1078.2
ENVI;2;31;9.0395;42;-53;52.577;13.2013;35.6797;0.1726;1.6001;0.013074;2.2694;1083.6
ENVI;2;31;9.0395;42;-54;53.569;13.1805;35.6796;0.1309;1.6513;0.0030463;2.2671;1096.8
ENVI;2;31;9.0395;42;-55;54.561;13.1847;35.6792;0.154;1.2435;0.017046;2.2589;1116.6
ENVI;2;31;9.0395;42;-56;55.553;13.1178;35.6833;0.1454;1.19;0.0073054;2.2561;1119.1
ENVI;2;31;9.0395;42;-57;56.544;13.0796;35.6861;0.1185;1.1542;-0.0002039;2.2529;1104.1
ENVI;2;31;9.0395;42;-58;57.536;13.0599;35.6869;0.1176;1.3114;1.00E-12;2.2508;1104.4
ENVI;2;31;9.0395;42;-59;58.528;13.0496;35.6867;0.1422;1.3834;1.00E-12;2.2479;1113.2
ENVI;2;31;9.0395;42;-60;59.52;13.0181;35.6855;0.1291;1.3223;1.00E-12;2.2448;1120.9
ENVI;2;31;9.0395;42;-61;60.512;12.9792;35.6857;0.1132;1.1203;1.00E-12;2.2376;1121.9
ENVI;2;31;9.0395;42;-62;61.504;12.9192;35.6863;0.1043;1.2109;1.00E-12;2.2309;1111.1
ENVI;2;31;9.0395;42;-63;62.495;12.8565;35.6916;0.1044;1.335;1.00E-12;2.2277;1110.9
ENVI;2;31;9.0395;42;-64;63.487;12.7992;35.6942;0.0988;1.3095;1.00E-12;2.2228;1109.6
ENVI;2;31;9.0395;42;-65;64.479;12.7082;35.6956;0.0844;1.3155;1.00E-12;2.2175;1112.4
ENVI;2;31;9.0395;42;-66;65.471;12.6639;35.6951;0.0683;1.2289;1.00E-12;2.2111;1121.6
ENVI;2;31;9.0395;42;-67;66.463;12.5964;35.6924;0.0428;0.9077;1.00E-12;2.1978;1114.5
ENVI;2;31;9.0395;42;-68;67.455;12.4564;35.6943;0.0194;1.0411;1.00E-12;2.1871;1117.6
ENVI;2;31;9.0395;42;-69;68.446;12.4121;35.6933;0.0022;0.925;1.00E-12;2.1693;1124.6
ENVI;2;31;9.0395;42;-70;69.438;12.395;35.6931;-0.0017;1.1539;1.00E-12;2.1625;1122
ENVI;2;31;9.0395;42;-71;70.43;12.3856;35.6924;-0.0173;1.1571;1.00E-12;2.1557;1143.5
ENVI;2;31;9.0395;42;-72;71.422;12.382;35.6917;-0.0287;1.0149;1.00E-12;2.1501;1120.6
ENVI;2;31;9.0395;42;-73;72.414;12.3771;35.6916;-0.0308;1.174;1.00E-12;2.1478;1109.3
ENVI;2;31;9.0395;42;-74;73.405;12.37;35.6915;-0.0287;1.2136;1.00E-12;2.1466;1121.2
ENVI;2;31;9.0395;42;-75;74.397;12.363;35.6913;-0.0283;1.281;1.00E-12;2.1451;1137.4
ENVI;2;31;9.0395;42;-76;75.389;12.3481;35.6905;-0.0348;1.0965;1.00E-12;2.1409;1151.3
ENVI;2;31;9.0395;42;-77;76.381;12.3426;35.6909;-0.0226;1.2431;1.00E-12;2.1391;1126.9
ENVI;2;31;9.0395;42;-78;77.372;12.3413;35.6907;-0.0227;1.369;1.00E-12;2.1382;1129.8
ENVI;2;31;9.0395;42;-79;78.364;12.3362;35.6908;-0.0335;1.2715;1.00E-12;2.1372;1140.4
ENVI;2;31;9.0395;42;-80;79.356;12.3279;35.6909;-0.0292;1.2106;1.00E-12;2.1357;1155.7
ENVI;2;31;9.0395;42;-81;80.348;12.324;35.69;-0.0189;1.0161;1.00E-12;2.1315;1163.4
ENVI;2;31;9.0395;42;-82;81.34;12.3186;35.6899;-0.0242;1.1518;1.00E-12;2.1311;1154.8
ENVI;2;31;9.0395;42;-83;82.331;12.3062;35.6901;-0.0348;1.4678;1.00E-12;2.13;1172.9
ENVI;2;31;9.0395;42;-84;83.323;12.2808;35.6903;-0.0359;1.0039;1.00E-12;2.128;1180.1
ENVI;2;31;9.0395;42;-85;84.315;12.1233;35.6866;-0.0452;0.9883;1.00E-12;2.1204;1182.4
ENVI;2;31;9.0395;42;-86;85.307;11.9554;35.6766;-0.0587;0.8128;1.00E-12;2.1054;1173.1
ENVI;2;31;9.0395;42;-87;86.298;11.89;35.6721;-0.0578;1.0247;1.00E-12;2.0996;1165.5
ENVI;2;31;9.0395;42;-88;87.29;11.8461;35.6694;-0.0721;1.1048;1.00E-12;2.0945;1169.1
ENVI;2;31;9.0395;42;-89;88.282;11.8374;35.6678;-0.0611;1.2327;1.00E-12;2.09;1177.1
ENVI;2;31;9.0395;42;-90;89.273;11.8218;35.6659;-0.0707;1.2779;1.00E-12;2.0853;1189.5
ENVI;2;31;9.0395;42;-91;90.265;11.8193;35.6637;-0.0714;1.1592;1.00E-12;2.0775;1215.3
ENVI;2;31;9.0395;42;-92;91.257;11.7918;35.6612;-0.0694;1.5103;1.00E-12;2.0766;1200.3
ENVI;2;31;9.0395;42;-93;92.248;11.7818;35.6601;-0.0695;1.8962;1.00E-12;2.0753;1198
ENVI;2;31;9.0395;42;-94;93.24;11.778;35.659;-0.0772;2.1864;1.00E-12;2.0742;1193.4
ENVI;2;31;9.0395;42;-95;94.232;11.7767;35.6583;-0.0769;2.3793;1.00E-12;2.0729;1190.3
ENVI;2;31;9.0395;42;-96;95.224;11.7758;35.658;-0.0633;2.4012;1.00E-12;2.0719;1203.4
ENVI;2;31;9.0395;42;-97;96.215;11.774;35.6572;-0.0498;2.3648;1.00E-12;2.0723;1212.4
ENVI;2;31;9.0395;42;-98;97.207;11.7733;35.6568;-0.0546;2.7168;1.00E-12;2.0718;1206.6
ENVI;2;31;9.0395;42;-99;98.199;11.7739;35.657;-0.0573;2.7645;1.00E-12;2.0709;1206.6
ENVI;2;31;9.0395;42;-100;99.19;11.7734;35.6568;-0.0514;2.7429;1.00E-12;2.0709;1207.4
ENVI;2;31;9.0395;42;-101;100.182;11.7728;35.6567;-0.0488;2.7441;1.00E-12;2.0704;1209.7
ENVI;2;31;9.0395;42;-102;101.174;11.7727;35.6563;-0.0523;2.8207;1.00E-12;2.0707;1214.1
ENVI;2;31;9.0395;42;-103;102.165;11.7733;35.656;-0.0523;2.8362;1.00E-12;2.0702;1228.1
ENVI;2;31;9.0395;42;-104;103.157;11.7728;35.6559;-0.0817;3.1343;1.00E-12;2.0692;1210.9
ENVI;2;31;9.0395;42;-105;104.149;11.7723;35.656;-0.0555;3.1826;1.00E-12;2.0683;1210
ENVI;2;31;9.0395;42;-106;105.14;11.772;35.6559;-0.0456;3.3574;1.00E-12;2.0676;1215
ENVI;2;31;9.0395;42;-107;106.132;11.7723;35.6559;-0.0543;3.4475;1.00E-12;2.0672;1222.1
ENVI;2;31;9.0395;42;-108;107.124;11.7722;35.6558;-0.0669;3.5077;1.00E-12;2.067;1227.9
ENVI;2;31;9.0395;42;-109;108.115;11.7723;35.6557;-0.0461;3.5725;1.00E-12;2.0669;1234.1
ENVI;2;31;9.0395;42;-110;109.107;11.7723;35.6555;-0.0414;2.9275;1.00E-12;2.0674;1233.2
ENVI;2;31;9.0395;42;-111;110.098;11.7723;35.6556;-0.0507;3.2295;1.00E-12;2.0672;1220.4
